"","Alpha_2","Name","Station","ICAO","IATA","SYNOP","LAT","LONG","ELEV"
"3052",NA,"U.S. Virgin Islands","PAPUA NEW GUINEA   1","4-AUG-","12",NA,NA,NA,NA
"3053",NA,"U.S. Virgin Islands",NA,NA,NA,NA,NA,NA,NA
"3054",NA,"U.S. Virgin Islands","AUSTRALIA          0","3-DEC-","13",NA,NA,NA,NA
"3055",NA,"U.S. Virgin Islands",NA,NA,NA,NA,NA,NA,NA
"3056",NA,"U.S. Virgin Islands","NEW ZEALAND        2","7-DEC-","01",NA,NA,NA,NA
"3057",NA,"U.S. Virgin Islands",NA,NA,NA,NA,NA,NA,NA
"3058",NA,"U.S. Virgin Islands","ANTARCTICA         0","1-JUL-","07",NA,NA,NA,NA
"3059",NA,"U.S. Virgin Islands",NA,NA,NA,NA,NA,NA,NA
"3060",NA,"U.S. Virgin Islands","VANUATU            0","5-JUL-","11",NA,NA,NA,NA
"3061",NA,"U.S. Virgin Islands",NA,NA,NA,NA,NA,NA,NA
"3062",NA,"U.S. Virgin Islands","NEW CALEDONIA      0","5-JUL-","11",NA,NA,NA,NA
"3063",NA,"U.S. Virgin Islands",NA,NA,NA,NA,NA,NA,NA
"3064",NA,"U.S. Virgin Islands","FIJI/TONGA/TUVALU  2","3-DEC-","01",NA,NA,NA,NA
"3065","AI","Anguilla",NA,NA,NA,NA,NA,NA,NA
"3066",NA,"Antigua and Barb.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"3067",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3068",NA,"Antigua and Barb.","ALABAMA            1","6-DEC-","13",NA,NA,NA,NA
"3069",NA,"Antigua and Barb.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"3070",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3071",NA,"Antigua and Barb.","ARKANSAS           3","0-APR-","13",NA,NA,NA,NA
"3072",NA,"Antigua and Barb.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"3073",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3074",NA,"Antigua and Barb.","ARIZONA            3","0-APR-","13",NA,NA,NA,NA
"3075",NA,"Antigua and Barb.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"3076",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3077",NA,"Antigua and Barb.","CALIFORNIA         0","3-DEC-","13",NA,NA,NA,NA
"3078",NA,"Antigua and Barb.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"3079",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3080",NA,"Antigua and Barb.","COLORADO           0","3-DEC-","13",NA,NA,NA,NA
"3081",NA,"Antigua and Barb.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"3082",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3083",NA,"Antigua and Barb.","CONNECTICUT        0","9-SEP-","08",NA,NA,NA,NA
"3084",NA,"Antigua and Barb.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"3085",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3086",NA,"Antigua and Barb.","DELAWARE           1","6-DEC-","98",NA,NA,NA,NA
"3087",NA,"Antigua and Barb.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"3088",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3089",NA,"Antigua and Barb.","FLORIDA            0","3-DEC-","13",NA,NA,NA,NA
"3090",NA,"Antigua and Barb.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"3091",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3092",NA,"Antigua and Barb.","GEORGIA            3","0-APR-","13",NA,NA,NA,NA
"3093",NA,"Antigua and Barb.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"3094",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3095",NA,"Antigua and Barb.","HAWAII             3","0-APR-","13",NA,NA,NA,NA
"3096",NA,"Antigua and Barb.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"3097",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3098",NA,"Antigua and Barb.","IOWA               0","2-FEB-","11",NA,NA,NA,NA
"3099",NA,"Antigua and Barb.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"3100",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3101",NA,"Antigua and Barb.","IDAHO              1","4-APR-","11",NA,NA,NA,NA
"3102",NA,"Antigua and Barb.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"3103",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3104",NA,"Antigua and Barb.","ILLINOIS           1","0-FEB-","12",NA,NA,NA,NA
"3105",NA,"Antigua and Barb.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"3106",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3107",NA,"Antigua and Barb.","INDIANA            2","2-OCT-","13",NA,NA,NA,NA
"3108",NA,"Antigua and Barb.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"3109",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3110",NA,"Antigua and Barb.","KANSAS             2","8-FEB-","12",NA,NA,NA,NA
"3111",NA,"Antigua and Barb.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"3112",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3113",NA,"Antigua and Barb.","KENTUCKY           0","3-DEC-","13",NA,NA,NA,NA
"3114",NA,"Antigua and Barb.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"3115",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3116",NA,"Antigua and Barb.","LOUISIANA          1","1-MAR-","14",NA,NA,NA,NA
"3117",NA,"Antigua and Barb.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"3118",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3119",NA,"Antigua and Barb.","MASSACHUSETTS      0","4-SEP-","06",NA,NA,NA,NA
"3120",NA,"Antigua and Barb.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"3121",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3122",NA,"Antigua and Barb.","MARYLAND           1","3-FEB-","12",NA,NA,NA,NA
"3123",NA,"Antigua and Barb.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"3124",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3125",NA,"Antigua and Barb.","MAINE              2","2-MAR-","12",NA,NA,NA,NA
"3126",NA,"Antigua and Barb.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"3127",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3128",NA,"Antigua and Barb.","MICHIGAN           3","0-APR-","13",NA,NA,NA,NA
"3129",NA,"Antigua and Barb.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"3130",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3131",NA,"Antigua and Barb.","MINNESOTA          3","0-APR-","13",NA,NA,NA,NA
"3132",NA,"Antigua and Barb.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"3133",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3134",NA,"Antigua and Barb.","MISSOURI           3","0-APR-","13",NA,NA,NA,NA
"3135",NA,"Antigua and Barb.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"3136",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3137",NA,"Antigua and Barb.","MISSISSIPPI        0","3-DEC-","13",NA,NA,NA,NA
"3138",NA,"Antigua and Barb.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"3139",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3140",NA,"Antigua and Barb.","MONTANA            2","3-AUG-","13",NA,NA,NA,NA
"3141",NA,"Antigua and Barb.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"3142",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3143",NA,"Antigua and Barb.","NORTH CAROLINA     2","2-OCT-","13",NA,NA,NA,NA
"3144",NA,"Antigua and Barb.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"3145",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3146",NA,"Antigua and Barb.","NORTH DAKOTA       0","3-DEC-","13",NA,NA,NA,NA
"3147",NA,"Antigua and Barb.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"3148",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3149",NA,"Antigua and Barb.","NEBRASKA           1","8-MAY-","11",NA,NA,NA,NA
"3150",NA,"Antigua and Barb.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"3151",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3152",NA,"Antigua and Barb.","NEW HAMPSHIRE      2","6-APR-","06",NA,NA,NA,NA
"3153",NA,"Antigua and Barb.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"3154",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3155",NA,"Antigua and Barb.","NEW JERSEY         1","3-FEB-","12",NA,NA,NA,NA
"3156",NA,"Antigua and Barb.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"3157",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3158",NA,"Antigua and Barb.","NEW MEXICO         2","8-FEB-","12",NA,NA,NA,NA
"3159",NA,"Antigua and Barb.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"3160",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3161",NA,"Antigua and Barb.","NEVADA             1","0-FEB-","12",NA,NA,NA,NA
"3162",NA,"Antigua and Barb.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"3163",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3164",NA,"Antigua and Barb.","NEW YORK           0","3-DEC-","13",NA,NA,NA,NA
"3165",NA,"Antigua and Barb.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"3166",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3167",NA,"Antigua and Barb.","OHIO               0","3-DEC-","13",NA,NA,NA,NA
"3168",NA,"Antigua and Barb.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"3169",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3170",NA,"Antigua and Barb.","OKLAHOMA           0","4-OCT-","13",NA,NA,NA,NA
"3171",NA,"Antigua and Barb.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"3172",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3173",NA,"Antigua and Barb.","OREGON             0","1-JUN-","09",NA,NA,NA,NA
"3174",NA,"Antigua and Barb.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"3175",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3176",NA,"Antigua and Barb.","PENNSYLVANIA       2","8-FEB-","12",NA,NA,NA,NA
"3177",NA,"Antigua and Barb.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"3178",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3179",NA,"Antigua and Barb.","RHODE ISLAND       1","6-DEC-","98",NA,NA,NA,NA
"3180",NA,"Antigua and Barb.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"3181",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3182",NA,"Antigua and Barb.","SOUTH CAROLINA     3","0-APR-","13",NA,NA,NA,NA
"3183",NA,"Antigua and Barb.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"3184",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3185",NA,"Antigua and Barb.","SOUTH DAKOTA       2","8-FEB-","12",NA,NA,NA,NA
"3186",NA,"Antigua and Barb.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"3187",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3188",NA,"Antigua and Barb.","TENNESSEE          0","3-DEC-","13",NA,NA,NA,NA
"3189",NA,"Antigua and Barb.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"3190",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3191",NA,"Antigua and Barb.","TEXAS              0","3-MAR-","14",NA,NA,NA,NA
"3192",NA,"Antigua and Barb.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"3193",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3194",NA,"Antigua and Barb.","UTAH               1","6-DEC-","13",NA,NA,NA,NA
"3195",NA,"Antigua and Barb.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"3196",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3197",NA,"Antigua and Barb.","VIRGINIA           0","1-SEP-","10",NA,NA,NA,NA
"3198",NA,"Antigua and Barb.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"3199",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3200",NA,"Antigua and Barb.","VERMONT            3","0-APR-","13",NA,NA,NA,NA
"3201",NA,"Antigua and Barb.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"3202",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3203",NA,"Antigua and Barb.","WASHINGTON         3","0-APR-","13",NA,NA,NA,NA
"3204",NA,"Antigua and Barb.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"3205",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3206",NA,"Antigua and Barb.","WISCONSIN          0","3-DEC-","13",NA,NA,NA,NA
"3207",NA,"Antigua and Barb.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"3208",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3209",NA,"Antigua and Barb.","WEST VIRGINIA      2","6-APR-","06",NA,NA,NA,NA
"3210",NA,"Antigua and Barb.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"3211",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3212",NA,"Antigua and Barb.","WYOMING            0","3-DEC-","13",NA,NA,NA,NA
"3213",NA,"Antigua and Barb.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"3214",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3215",NA,"Antigua and Barb.","WASHINGTON D.C.    2","5-SEP-","00",NA,NA,NA,NA
"3216",NA,"Antigua and Barb.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"3217",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3218",NA,"Antigua and Barb.","ALBERTA            1","0-DEC-","13",NA,NA,NA,NA
"3219",NA,"Antigua and Barb.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"3220",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3221",NA,"Antigua and Barb.","BRITISH COLUMBIA   0","3-DEC-","13",NA,NA,NA,NA
"3222",NA,"Antigua and Barb.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"3223",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3224",NA,"Antigua and Barb.","MANITOBA           1","0-DEC-","13",NA,NA,NA,NA
"3225",NA,"Antigua and Barb.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"3226",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3227",NA,"Antigua and Barb.","NEW BRUNSWICK      2","6-APR-","06",NA,NA,NA,NA
"3228",NA,"Antigua and Barb.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"3229",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3230",NA,"Antigua and Barb.","NEWFOUNDLAND       3","0-APR-","13",NA,NA,NA,NA
"3231",NA,"Antigua and Barb.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"3232",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3233",NA,"Antigua and Barb.","NOVA SCOTIA        3","0-APR-","13",NA,NA,NA,NA
"3234",NA,"Antigua and Barb.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"3235",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3236",NA,"Antigua and Barb.","N.W. TERRITORIES   0","3-DEC-","13",NA,NA,NA,NA
"3237",NA,"Antigua and Barb.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"3238",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3239",NA,"Antigua and Barb.","NUNAVUT            3","0-APR-","13",NA,NA,NA,NA
"3240",NA,"Antigua and Barb.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"3241",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3242",NA,"Antigua and Barb.","ONTARIO            3","0-APR-","13",NA,NA,NA,NA
"3243",NA,"Antigua and Barb.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"3244",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3245",NA,"Antigua and Barb.","PRINCE EDWARD ISLAND","   09-","NOV-04",NA,NA,NA,NA
"3246",NA,"Antigua and Barb.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"3247",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3248",NA,"Antigua and Barb.","QUEBEC             1","0-DEC-","13",NA,NA,NA,NA
"3249",NA,"Antigua and Barb.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"3250",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3251",NA,"Antigua and Barb.","SASKATCHEWAN       3","0-APR-","13",NA,NA,NA,NA
"3252",NA,"Antigua and Barb.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"3253",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3254",NA,"Antigua and Barb.","YUKON TERRITORY    3","0-APR-","13",NA,NA,NA,NA
"3255",NA,"Antigua and Barb.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"3256",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3257",NA,"Antigua and Barb.","MEXICO             0","4-OCT-","13",NA,NA,NA,NA
"3258",NA,"Antigua and Barb.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"3259",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3260",NA,"Antigua and Barb.","GUAM               2","3-DEC-","01",NA,NA,NA,NA
"3261",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3262",NA,"Antigua and Barb.","JOHNSTON/WAKE/XMAS 3","0-APR-","13",NA,NA,NA,NA
"3263",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3264",NA,"Antigua and Barb.","MARSHALL ISLANDS   3","0-APR-","13",NA,NA,NA,NA
"3265",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3266",NA,"Antigua and Barb.","MICRONESIA         1","2-JUL-","02",NA,NA,NA,NA
"3267",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3268",NA,"Antigua and Barb.","PUERTO RICO        1","4-APR-","11",NA,NA,NA,NA
"3269",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3270",NA,"Antigua and Barb.","BAHAMAS            0","2-APR-","08",NA,NA,NA,NA
"3271",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3272",NA,"Antigua and Barb.","CUBA               3","0-APR-","13",NA,NA,NA,NA
"3273",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3274",NA,"Antigua and Barb.","JAMAICA            2","9-SEP-","04",NA,NA,NA,NA
"3275",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3276",NA,"Antigua and Barb.","GRAND CAYMAN IS    2","3-DEC-","01",NA,NA,NA,NA
"3277",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3278",NA,"Antigua and Barb.","HAITI              2","3-DEC-","01",NA,NA,NA,NA
"3279",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3280",NA,"Antigua and Barb.","DOMINICAN REPUBLIC 3","0-APR-","13",NA,NA,NA,NA
"3281",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3282",NA,"Antigua and Barb.","DOMINICA ISLAND    1","0-JUN-","05",NA,NA,NA,NA
"3283",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3284",NA,"Antigua and Barb.","VIRGIN ISLANDS     2","3-DEC-","01",NA,NA,NA,NA
"3285",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3286",NA,"Antigua and Barb.","LESSER ANTILLES    3","0-APR-","13",NA,NA,NA,NA
"3287",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3288",NA,"Antigua and Barb.","BARBADOS           2","3-DEC-","01",NA,NA,NA,NA
"3289",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3290",NA,"Antigua and Barb.","GRENADA            2","9-SEP-","04",NA,NA,NA,NA
"3291",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3292",NA,"Antigua and Barb.","MONTSERRAT         0","5-JUL-","11",NA,NA,NA,NA
"3293",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3294",NA,"Antigua and Barb.","TRINIDAD TOBAGO    2","3-DEC-","01",NA,NA,NA,NA
"3295",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3296",NA,"Antigua and Barb.","BERMUDA            2","3-DEC-","01",NA,NA,NA,NA
"3297",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3298",NA,"Antigua and Barb.","BELIZE             2","3-DEC-","01",NA,NA,NA,NA
"3299",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3300",NA,"Antigua and Barb.","GUATEMALA          3","0-APR-","13",NA,NA,NA,NA
"3301",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3302",NA,"Antigua and Barb.","HONDURAS           3","0-APR-","13",NA,NA,NA,NA
"3303",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3304",NA,"Antigua and Barb.","EL SALVADOR        1","9-AUG-","13",NA,NA,NA,NA
"3305",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3306",NA,"Antigua and Barb.","NICARAGUA          3","0-APR-","13",NA,NA,NA,NA
"3307",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3308",NA,"Antigua and Barb.","COSTA RICA         2","3-DEC-","01",NA,NA,NA,NA
"3309",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3310",NA,"Antigua and Barb.","PANAMA             3","0-APR-","13",NA,NA,NA,NA
"3311",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3312",NA,"Antigua and Barb.","COLOMBIA           3","0-APR-","13",NA,NA,NA,NA
"3313",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3314",NA,"Antigua and Barb.","VENEZUELA          3","0-APR-","13",NA,NA,NA,NA
"3315",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3316",NA,"Antigua and Barb.","GUYANA             2","8-NOV-","08",NA,NA,NA,NA
"3317",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3318",NA,"Antigua and Barb.","ECUADOR            3","0-APR-","13",NA,NA,NA,NA
"3319",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3320",NA,"Antigua and Barb.","PERU               3","0-APR-","13",NA,NA,NA,NA
"3321",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3322",NA,"Antigua and Barb.","BOLIVIA            3","0-APR-","13",NA,NA,NA,NA
"3323",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3324",NA,"Antigua and Barb.","BRAZIL             3","0-APR-","13",NA,NA,NA,NA
"3325",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3326",NA,"Antigua and Barb.","PARAGUAY           3","0-APR-","13",NA,NA,NA,NA
"3327",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3328",NA,"Antigua and Barb.","URUGUAY            3","0-APR-","13",NA,NA,NA,NA
"3329",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
"3330",NA,"Antigua and Barb.","CHILE              3","0-APR-","13",NA,NA,NA,NA
"3331",NA,"Antigua and Barb.",NA,NA,NA,NA,NA,NA,NA
