"","Alpha_2","Name","Station","ICAO","IATA","SYNOP","LAT","LONG","ELEV"
"5889",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"5890",NA,"Guadaloupe","ALGERIA            3","0-APR-","13",NA,NA,NA,NA
"5891",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"5892",NA,"Guadaloupe","BENIN              2","7-DEC-","01",NA,NA,NA,NA
"5893",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"5894",NA,"Guadaloupe","BURKINA FASO       2","7-DEC-","01",NA,NA,NA,NA
"5895",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"5896",NA,"Guadaloupe","GHANA              2","7-DEC-","01",NA,NA,NA,NA
"5897",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"5898",NA,"Guadaloupe","COTE D'IVOIRE      2","7-DEC-","01",NA,NA,NA,NA
"5899",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"5900",NA,"Guadaloupe","NIGERIA            3","0-APR-","13",NA,NA,NA,NA
"5901",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"5902",NA,"Guadaloupe","NIGER              2","7-DEC-","01",NA,NA,NA,NA
"5903",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"5904",NA,"Guadaloupe","TUNISIA            3","0-APR-","13",NA,NA,NA,NA
"5905",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"5906",NA,"Guadaloupe","TOGO               3","0-APR-","13",NA,NA,NA,NA
"5907",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"5908",NA,"Guadaloupe","ETHIOPIA           2","7-DEC-","01",NA,NA,NA,NA
"5909",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"5910",NA,"Guadaloupe","BURUNDI            2","7-DEC-","01",NA,NA,NA,NA
"5911",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"5912",NA,"Guadaloupe","SOMALIA            2","7-DEC-","01",NA,NA,NA,NA
"5913",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"5914",NA,"Guadaloupe","DJIBOUTI           2","7-DEC-","01",NA,NA,NA,NA
"5915",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"5916",NA,"Guadaloupe","EGYPT              3","0-APR-","13",NA,NA,NA,NA
"5917",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"5918",NA,"Guadaloupe","KENYA              3","0-APR-","13",NA,NA,NA,NA
"5919",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"5920",NA,"Guadaloupe","LIBYAN ARAB JAMAHI 0","6-NOV-","06",NA,NA,NA,NA
"5921",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"5922",NA,"Guadaloupe","RWANDA             2","7-DEC-","01",NA,NA,NA,NA
"5923",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"5924",NA,"Guadaloupe","SUDAN              2","9-SEP-","04",NA,NA,NA,NA
"5925",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"5926",NA,"Guadaloupe","TANZANIA           3","0-APR-","13",NA,NA,NA,NA
"5927",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"5928",NA,"Guadaloupe","UGANDA             2","7-DEC-","01",NA,NA,NA,NA
"5929",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"5930",NA,"Guadaloupe","SOUTH AFRICA       3","0-APR-","13",NA,NA,NA,NA
"5931",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"5932",NA,"Guadaloupe","BOTSWANA           3","0-APR-","13",NA,NA,NA,NA
"5933",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"5934",NA,"Guadaloupe","CONGO, DEMOCRATIC  2","7-DEC-","01",NA,NA,NA,NA
"5935",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"5936",NA,"Guadaloupe","ZAIRE              2","7-DEC-","01",NA,NA,NA,NA
"5937",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"5938",NA,"Guadaloupe","SWAZILAND          3","0-APR-","13",NA,NA,NA,NA
"5939",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"5940",NA,"Guadaloupe","CENTRAL AFRICAN RE 2","7-DEC-","01",NA,NA,NA,NA
"5941",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"5942",NA,"Guadaloupe","EQUATORIAL GUINEA  3","0-APR-","13",NA,NA,NA,NA
"5943",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"5944",NA,"Guadaloupe","SAINT HELENA       2","7-DEC-","01",NA,NA,NA,NA
"5945",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"5946",NA,"Guadaloupe","MAURITIUS          2","7-DEC-","01",NA,NA,NA,NA
"5947",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"5948",NA,"Guadaloupe","CAMEROON           1","2-JUL-","02",NA,NA,NA,NA
"5949",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"5950",NA,"Guadaloupe","ZAMBIA             1","9-AUG-","13",NA,NA,NA,NA
"5951",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"5952",NA,"Guadaloupe","COMOROS            2","7-DEC-","01",NA,NA,NA,NA
"5953",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"5954",NA,"Guadaloupe","MADAGASCAR         2","2-MAR-","12",NA,NA,NA,NA
"5955",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"5956",NA,"Guadaloupe","REUNION            3","0-APR-","13",NA,NA,NA,NA
"5957",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"5958",NA,"Guadaloupe","ANGOLA             2","7-DEC-","01",NA,NA,NA,NA
"5959",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"5960",NA,"Guadaloupe","GABON              2","7-DEC-","01",NA,NA,NA,NA
"5961",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"5962",NA,"Guadaloupe","SAO TOME/PRINCIPE  2","7-DEC-","01",NA,NA,NA,NA
"5963",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"5964",NA,"Guadaloupe","MOZAMBIQUE         3","0-APR-","13",NA,NA,NA,NA
"5965",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"5966",NA,"Guadaloupe","SEYCHELLES         2","7-DEC-","01",NA,NA,NA,NA
"5967",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"5968",NA,"Guadaloupe","CHAD               0","9-NOV-","04",NA,NA,NA,NA
"5969",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"5970",NA,"Guadaloupe","ZIMBABWE           2","7-DEC-","01",NA,NA,NA,NA
"5971",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"5972",NA,"Guadaloupe","MALAWI             0","8-JAN-","04",NA,NA,NA,NA
"5973",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"5974",NA,"Guadaloupe","LESOTHO            0","9-JUN-","08",NA,NA,NA,NA
"5975",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"5976",NA,"Guadaloupe","NAMIBIA            1","4-AUG-","12",NA,NA,NA,NA
"5977",NA,"Guadaloupe","   AROAB            ","FYAB  ","      ","      "," 26 46S "," 019 38E "," 986  "
"5978",NA,"Guadaloupe","   ARANOS           ","FYAN  ","      ","      "," 24 09S "," 019 07E ","1189  "
"5979",NA,"Guadaloupe","   AUS              ","FYAS  ","      ","      "," 26 42S "," 016 19E ","1480  "
"5980",NA,"Guadaloupe","   BAGANI           ","FYBG  ","      ","      "," 18 07S "," 021 38E ","1011  "
"5981",NA,"Guadaloupe","   EENHANA          ","FYEN  ","      ","      "," 17 29S "," 016 19E ","1116  "
"5982",NA,"Guadaloupe","   GOBABIS ARPT     ","FYGB  ","      ","      "," 22 30S "," 018 58E ","1442  "
"5983",NA,"Guadaloupe","   GOBABEB          ","FYGO  ","      ","68106 "," 23 34S "," 015 03E "," 400  "
"5984",NA,"Guadaloupe","   GROOTFONTEIN     ","FYGF  ","      ","68014 "," 19 36S "," 018 07E ","1400  "
"5985",NA,"Guadaloupe","   HENTIES BAY      ","FYGN  ","      ","      "," 19 36S "," 018 07E ","1400  "
"5986",NA,"Guadaloupe","   HENTIES BAY      ","FYHN  ","      ","      "," 22 07S "," 014 17E ","   3  "
"5987",NA,"Guadaloupe","   KARASBURG        ","FYKB  ","      ","      "," 28 02S "," 018 44E ","1017  "
"5988",NA,"Guadaloupe","   KEETMANSHOOP     ","FYKT  ","      ","68312 "," 26 31S "," 018 07E ","1061  "
"5989",NA,"Guadaloupe","   KHORIXAS         ","FYKX  ","      ","      "," 20 22S "," 014 58E ","1026  "
"5990",NA,"Guadaloupe","   KATIMA MULILO    ","FYKM  ","      ","      "," 17 38S "," 024 11E "," 958  "
"5991",NA,"Guadaloupe","   LUDERITZ/DIAZ PO ","FYLZ  ","      ","      "," 26 40S "," 015 15E "," 130  "
"5992",NA,"Guadaloupe","   MALTAHOEHE       ","FYMH  ","      ","      "," 24 46S "," 016 59E ","1375  "
"5993",NA,"Guadaloupe","   MARIENTAL ARPT   ","FYML  ","      ","      "," 24 36S "," 017 56E ","1113  "
"5994",NA,"Guadaloupe","   NOORDOEWER       ","FYND  ","      ","      "," 28 45S "," 017 37E "," 150  "
"5995",NA,"Guadaloupe","   ONDANGWA         ","FYOA  ","OND   ","      "," 17 53S "," 015 58E ","1095  "
"5996",NA,"Guadaloupe","   OKAHAO           ","FYOH  ","      ","      "," 17 53S "," 015 04E ","1097  "
"5997",NA,"Guadaloupe","   OUTJO AIRPORT    ","FYOJ  ","      ","      "," 20 05S "," 016 08E ","1321  "
"5998",NA,"Guadaloupe","   OKAKARARA        ","FYOK  ","      ","      "," 20 36S "," 017 28E ","1360  "
"5999",NA,"Guadaloupe","   OMARURU          ","FYOM  ","      ","      "," 21 25S "," 015 56E ","1217  "
"6000",NA,"Guadaloupe","   OKAUKUEJO ARPT   ","FYOO  ","      ","      "," 19 09S "," 015 55E ","1192  "
"6001",NA,"Guadaloupe","   OSHAKATI         ","FYOS  ","      ","      "," 17 48S "," 015 42E ","1097  "
"6002",NA,"Guadaloupe","   OOTMOED          ","FYOT  ","      ","      "," 24 01S "," 019 44E ","1200  "
"6003",NA,"Guadaloupe","   OTJIWARONGO ARPT ","FYOW  ","      ","      "," 20 26S "," 016 40E ","1481  "
"6004",NA,"Guadaloupe","   REHOBETH         ","FYRH  ","      ","      "," 23 19S "," 017 05E ","1380  "
"6005",NA,"Guadaloupe","   ROOIKOP (SAAF/CI ","FYRK  ","      ","      "," 22 58S "," 014 39E ","  88  "
"6006",NA,"Guadaloupe","   RUNDU            ","FYRU  ","      ","68018 "," 17 55S "," 019 46E ","1100  "
"6007",NA,"Guadaloupe","   TERRACE BAY      ","FYTE  ","      ","      "," 19 58S "," 013 01E ","   5  "
"6008",NA,"Guadaloupe","   TSUMKWE          ","FYTK  ","      ","      "," 19 35S "," 020 27E ","1152  "
"6009",NA,"Guadaloupe","   TSUMEB           ","FYTM  ","      ","      "," 19 16S "," 017 44E ","1327  "
"6010",NA,"Guadaloupe","   OTJINENE         ","FYTN  ","      ","      "," 21 08S "," 018 47E "," 443  "
"6011",NA,"Guadaloupe","   WALVIS BAY       ","FYWB  ","      ","      "," 22 59S "," 014 39E ","  46  "
"6012",NA,"Guadaloupe","   EROS AIRPORT     ","FYWE  ","      ","      "," 22 37S "," 017 05E ","1700  "
"6013",NA,"Guadaloupe","   J. G. STRIJDOM   ","FYWH  ","      ","68112 "," 22 28S "," 017 28E ","1700  "
"6014",NA,"Guadaloupe","   WINDHOEK         ","FYWW  ","      ","      "," 22 34S "," 017 06E ","1725  "
"6015",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"6016",NA,"Guadaloupe","AFGHANISTAN        0","6-AUG-","07",NA,NA,NA,NA
"6017",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"6018",NA,"Guadaloupe","BAHRAIN            2","7-DEC-","01",NA,NA,NA,NA
"6019",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"6020",NA,"Guadaloupe","SAUDI ARABIA       3","0-APR-","13",NA,NA,NA,NA
"6021",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"6022",NA,"Guadaloupe","IRAN, ISLAMIC REP  3","0-APR-","13",NA,NA,NA,NA
"6023",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"6024",NA,"Guadaloupe","JORDAN             2","7-DEC-","01",NA,NA,NA,NA
"6025",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"6026",NA,"Guadaloupe","KUWAIT             2","7-DEC-","01",NA,NA,NA,NA
"6027",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"6028",NA,"Guadaloupe","LEBANON            2","7-DEC-","01",NA,NA,NA,NA
"6029",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"6030",NA,"Guadaloupe","U. ARAB EMIRATES   3","0-APR-","13",NA,NA,NA,NA
"6031",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"6032",NA,"Guadaloupe","OMAN               2","7-DEC-","01",NA,NA,NA,NA
"6033",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"6034",NA,"Guadaloupe","PAKISTAN           3","0-APR-","13",NA,NA,NA,NA
"6035",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"6036",NA,"Guadaloupe","IRAQ               3","0-APR-","13",NA,NA,NA,NA
"6037",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"6038",NA,"Guadaloupe","SYRIA              3","0-APR-","13",NA,NA,NA,NA
"6039",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"6040",NA,"Guadaloupe","QATAR              2","7-DEC-","01",NA,NA,NA,NA
"6041",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"6042",NA,"Guadaloupe","YEMEN              2","2-OCT-","13",NA,NA,NA,NA
"6043",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"6044",NA,"Guadaloupe","KAZAKHSTAN         3","0-APR-","13",NA,NA,NA,NA
"6045",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"6046",NA,"Guadaloupe","AZERBAIJAN         3","0-APR-","13",NA,NA,NA,NA
"6047",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"6048",NA,"Guadaloupe","KYRGYZSTAN         3","0-APR-","13",NA,NA,NA,NA
"6049",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"6050",NA,"Guadaloupe","GEORGIA            2","6-APR-","06",NA,NA,NA,NA
"6051",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"6052",NA,"Guadaloupe","ARMENIA            2","4-JUN-","05",NA,NA,NA,NA
"6053",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"6054",NA,"Guadaloupe","RUSSIAN FEDERATION 0","3-DEC-","13",NA,NA,NA,NA
"6055",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"6056",NA,"Guadaloupe","UKRAINE            3","0-APR-","13",NA,NA,NA,NA
"6057",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"6058",NA,"Guadaloupe","LATVIA             0","9-SEP-","10",NA,NA,NA,NA
"6059",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"6060",NA,"Guadaloupe","BELARUS            0","8-JAN-","04",NA,NA,NA,NA
"6061",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"6062",NA,"Guadaloupe","TURKMENISTAN       0","2-DEC-","13",NA,NA,NA,NA
"6063",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"6064",NA,"Guadaloupe","TADJIKISTAN        3","0-APR-","13",NA,NA,NA,NA
"6065",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"6066",NA,"Guadaloupe","UZBEKISTAN         3","0-APR-","13",NA,NA,NA,NA
"6067",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"6068",NA,"Guadaloupe","CHINA              3","0-APR-","13",NA,NA,NA,NA
"6069",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"6070",NA,"Guadaloupe","TAIWAN             2","7-DEC-","01",NA,NA,NA,NA
"6071",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"6072",NA,"Guadaloupe","JAPAN              3","0-APR-","13",NA,NA,NA,NA
"6073",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"6074",NA,"Guadaloupe","KOREA              3","0-APR-","13",NA,NA,NA,NA
"6075",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"6076",NA,"Guadaloupe","PHILIPPINES        0","6-OCT-","09",NA,NA,NA,NA
"6077",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"6078",NA,"Guadaloupe","INDIA              0","9-DEC-","13",NA,NA,NA,NA
"6079",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"6080",NA,"Guadaloupe","MYANMAR/BURMA      0","8-JAN-","04",NA,NA,NA,NA
"6081",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"6082",NA,"Guadaloupe","SRI LANKA          2","7-DEC-","01",NA,NA,NA,NA
"6083",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"6084",NA,"Guadaloupe","CAMBODIA           3","0-APR-","13",NA,NA,NA,NA
"6085",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"6086",NA,"Guadaloupe","BANGLADESH         2","7-DEC-","01",NA,NA,NA,NA
"6087",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"6088",NA,"Guadaloupe","HONG KONG          0","1-AUG-","06",NA,NA,NA,NA
"6089",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"6090",NA,"Guadaloupe","LAO                3","0-APR-","13",NA,NA,NA,NA
"6091",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"6092",NA,"Guadaloupe","MACAU              2","7-DEC-","01",NA,NA,NA,NA
"6093",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"6094",NA,"Guadaloupe","NEPAL              2","7-DEC-","01",NA,NA,NA,NA
"6095",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"6096",NA,"Guadaloupe","BHUTAN             1","4-AUG-","12",NA,NA,NA,NA
"6097",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"6098",NA,"Guadaloupe","MALDIVES           0","5-JUL-","11",NA,NA,NA,NA
"6099",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"6100",NA,"Guadaloupe","THAILAND           3","0-APR-","13",NA,NA,NA,NA
"6101",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"6102",NA,"Guadaloupe","VIET NAM           0","3-DEC-","13",NA,NA,NA,NA
"6103",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"6104",NA,"Guadaloupe","INDONESIA          0","9-DEC-","13",NA,NA,NA,NA
"6105",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"6106",NA,"Guadaloupe","MALAYSIA           3","0-APR-","13",NA,NA,NA,NA
"6107",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"6108",NA,"Guadaloupe","EAST TIMOR         2","7-DEC-","01",NA,NA,NA,NA
"6109",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"6110",NA,"Guadaloupe","SINGAPORE          2","7-DEC-","01",NA,NA,NA,NA
"6111",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"6112",NA,"Guadaloupe","SOLOMON ISLANDS    2","7-DEC-","01",NA,NA,NA,NA
"6113",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"6114",NA,"Guadaloupe","PAPUA NEW GUINEA   1","4-AUG-","12",NA,NA,NA,NA
"6115",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"6116",NA,"Guadaloupe","AUSTRALIA          0","3-DEC-","13",NA,NA,NA,NA
"6117",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"6118",NA,"Guadaloupe","NEW ZEALAND        2","7-DEC-","01",NA,NA,NA,NA
"6119",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"6120",NA,"Guadaloupe","ANTARCTICA         0","1-JUL-","07",NA,NA,NA,NA
"6121",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"6122",NA,"Guadaloupe","VANUATU            0","5-JUL-","11",NA,NA,NA,NA
"6123",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"6124",NA,"Guadaloupe","NEW CALEDONIA      0","5-JUL-","11",NA,NA,NA,NA
"6125",NA,"Guadaloupe",NA,NA,NA,NA,NA,NA,NA
"6126",NA,"Guadaloupe","FIJI/TONGA/TUVALU  2","3-DEC-","01",NA,NA,NA,NA
"6127","GY","Guyana","   CAYENNE/ROCHAMBE ","SOCA  ","      ","81405 "," 04 49N "," 052 22W ","   9  "
"6128","GY","Guyana","   ST LAURENT DU MA ","SOOM  ","      ","81401 "," 05 30N "," 054 01W ","   9  "
"6129","GY","Guyana","   OGLE AIRPORT     ","SYGO  ","      ","      "," 06 48N "," 058 06W ","  10  "
"6130","GY","Guyana","   GEORGETOWN       ","SYGT  ","      ","81001 "," 06 47N "," 058 08W ","   2  "
"6131","GY","Guyana","   MABARUMA         ","SYMB  ","      ","81100 "," 08 12N "," 059 47W ","  50  "
"6132","GY","Guyana","   GEORGETOWN/TIMEH ","SYCJ  ","      ","81002 "," 06 30N "," 058 15W ","  30  "
"6133","GY","Guyana","   KAMARANG         ","SYKM  ","      ","81005 "," 05 52N "," 060 37W "," 488  "
"6134","GY","Guyana","   KATO             ","SYKT  ","      ","      "," 04 39N "," 059 50W "," 701  "
"6135","GY","Guyana","   LETHEM           ","SYLT  ","      ","81006 "," 03 22N "," 059 47W "," 107  "
"6136","GY","Guyana","   EBINI            ","      ","      ","81010 "," 05 34N "," 057 47W ","  29  "
"6137","GY","Guyana","   NEW AMSTERDAM    ","      ","      ","81058 "," 06 15N "," 057 18W ","   2  "
"6138","GY","Guyana","   KAIETEUR FALLS   ","      ","      ","81080 "," 05 11N "," 059 29W "," 439  "
"6139","GY","Guyana","   GEORGETOWN/TIMEH ","SYTM  ","      ","      "," 06 30N "," 058 15W ","  30  "
"6140","HT","Haiti","   LES CAYES        ","MTCA  ","      ","78447 "," 18 10N "," 073 43W ","   2  "
"6141","HT","Haiti","   CAP-HAITIEN      ","MTCH  ","      ","78409 "," 19 45N "," 072 11W ","   2  "
"6142","HT","Haiti","   PORT-AU-PRINCE   ","MTPP  ","      ","78439 "," 18 34N "," 072 17W ","  37  "
"6143","HT","Haiti","   CAMP CANARGUS    ","CTPP  ","      ","      "," 18 34N "," 072 19W ","  38  "
"6144","JM","Jamaica","   KINGSTON/NORMAN  ","MKJP  ","      ","78397 "," 17 55N "," 076 47W ","   3  "
"6145","JM","Jamaica","   SANGSTER/MONTEG  ","MKJS  ","      ","78388 "," 18 30N "," 077 55W ","   1  "
"6146","MQ","Martinique","   LE LAMENTIN/MART ","TFFF  ","      ","78925 "," 14 36N "," 061 00W ","   5  "
"6147","MS","Montserrat","   JOHN OSBORNE APT ","TRPG  ","      ","      "," 16 47N "," 062 12W "," 168  "
"6148",NA,"Netherlands Antilles","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"6149",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6150",NA,"Netherlands Antilles","ALABAMA            1","6-DEC-","13",NA,NA,NA,NA
"6151",NA,"Netherlands Antilles","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"6152",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6153",NA,"Netherlands Antilles","ARKANSAS           3","0-APR-","13",NA,NA,NA,NA
"6154",NA,"Netherlands Antilles","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"6155",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6156",NA,"Netherlands Antilles","ARIZONA            3","0-APR-","13",NA,NA,NA,NA
"6157",NA,"Netherlands Antilles","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"6158",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6159",NA,"Netherlands Antilles","CALIFORNIA         0","3-DEC-","13",NA,NA,NA,NA
"6160",NA,"Netherlands Antilles","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"6161",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6162",NA,"Netherlands Antilles","COLORADO           0","3-DEC-","13",NA,NA,NA,NA
"6163",NA,"Netherlands Antilles","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"6164",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6165",NA,"Netherlands Antilles","CONNECTICUT        0","9-SEP-","08",NA,NA,NA,NA
"6166",NA,"Netherlands Antilles","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"6167",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6168",NA,"Netherlands Antilles","DELAWARE           1","6-DEC-","98",NA,NA,NA,NA
"6169",NA,"Netherlands Antilles","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"6170",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6171",NA,"Netherlands Antilles","FLORIDA            0","3-DEC-","13",NA,NA,NA,NA
"6172",NA,"Netherlands Antilles","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"6173",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6174",NA,"Netherlands Antilles","GEORGIA            3","0-APR-","13",NA,NA,NA,NA
"6175",NA,"Netherlands Antilles","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"6176",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6177",NA,"Netherlands Antilles","HAWAII             3","0-APR-","13",NA,NA,NA,NA
"6178",NA,"Netherlands Antilles","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"6179",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6180",NA,"Netherlands Antilles","IOWA               0","2-FEB-","11",NA,NA,NA,NA
"6181",NA,"Netherlands Antilles","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"6182",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6183",NA,"Netherlands Antilles","IDAHO              1","4-APR-","11",NA,NA,NA,NA
"6184",NA,"Netherlands Antilles","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"6185",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6186",NA,"Netherlands Antilles","ILLINOIS           1","0-FEB-","12",NA,NA,NA,NA
